Wall time,Step,Value
1746366991.7353232,40960,0.31397223472595215
1746367373.9276044,147456,0.7514965534210205
1746367552.0832021,196608,0.36712169647216797
1746368028.1027753,327680,0.24358180165290833
1746368086.3933544,344064,0.20042884349822998
1746368171.226137,368640,0.21021607518196106
1746368227.2668774,385024,0.20560044050216675
1746368406.0036552,434176,0.24204929172992706
1746368491.672676,458752,0.26671361923217773
1746368936.0561068,581632,0.45449405908584595
1746369021.611671,606208,0.17158348858356476
1746369165.383413,647168,0.37322670221328735
1746369403.167487,712704,0.23889091610908508
1746369613.5695229,770048,0.15555153787136078
1746369851.4406226,835584,0.164682999253273
1746369937.1779768,860160,0.16504128277301788
1746369965.7735167,868352,0.17489200830459595
1746370174.6741893,925696,0.17579501867294312
1746370558.1280975,1032192,0.40727555751800537
1746370937.4856253,1138688,0.2146434783935547
1746371271.7893074,1228800,0.3933295011520386
1746371416.0602152,1269760,0.15658831596374512
1746371502.0163717,1294336,0.4285975694656372
1746371768.8553271,1368064,0.3931654095649719
1746371797.639759,1376256,0.15391431748867035
1746372092.4665625,1458176,0.4122146666049957
1746372243.5432463,1499136,0.17124339938163757
1746372300.4116848,1515520,0.13067883253097534
1746372329.2943685,1523712,0.4675483703613281
1746372452.435662,1556480,0.7339646816253662
1746372683.0909452,1622016,0.5835211277008057
1746372920.472203,1687552,0.48351410031318665
1746372949.3042357,1695744,0.46552926301956177
1746373102.7745442,1736704,0.16971980035305023
1746373426.8985856,1826816,0.14782875776290894
1746373599.235084,1875968,0.5889843106269836
1746373751.5951252,1916928,0.4819912612438202
1746373837.2148986,1941504,0.4541882872581482
1746374189.8511133,2039808,0.5107041597366333
1746374369.462808,2088960,0.4762999415397644
1746374521.8588343,2129920,0.5147903561592102
1746374723.946805,2187264,0.3044505715370178
1746374846.623301,2220032,0.5491781830787659
1746374903.3507993,2236416,0.6750488877296448
1746375462.493248,2392064,0.18792499601840973
1746375606.3104866,2433024,0.35547196865081787
1746375635.100102,2441216,0.5324491262435913
1746375788.4536085,2482176,0.19867505133152008
1746375932.1628542,2523136,0.5648514032363892
1746375998.2841976,2539520,0.5457472801208496
1746376225.058085,2605056,0.5251319408416748
1746376253.4426205,2613248,0.5075422525405884
1746376462.3022947,2670592,0.5537439584732056
1746376586.8705003,2703360,0.26519861817359924
1746376843.6953268,2777088,0.6169838905334473
1746377082.259652,2842624,0.22231894731521606
1746377556.7177792,2973696,0.5934758186340332
1746377672.0423198,3006464,0.32677167654037476
1746377852.5185134,3055616,0.7213428020477295
1746377965.827908,3088384,0.6149141788482666
1746378022.3793333,3104768,0.28754568099975586
1746379269.6109352,3448832,0.2531700134277344
1746379297.8901598,3457024,0.27253520488739014
1746379355.4889767,3473408,0.27487194538116455
