Wall time,Step,Value
1746408128.5986652,32768,0.9087741374969482
1746408374.0496945,114688,0.4079565107822418
1746408398.0503466,122880,0.32817769050598145
1746408470.7340598,147456,0.7264215350151062
1746408494.9283478,155648,0.28644099831581116
1746408571.9566195,180224,0.21676087379455566
1746408668.8436162,212992,0.40759748220443726
1746408693.0037782,221184,0.39988189935684204
1746409015.3503838,327680,0.27289843559265137
1746409183.5353668,385024,0.15017825365066528
1746409207.1925972,393216,0.18363617360591888
1746409231.4056323,401408,0.3288956880569458
1746409356.439651,442368,0.1698213368654251
1746409553.2679865,507904,0.2824289798736572
1746409576.6790285,516096,0.40941882133483887
1746409649.758994,540672,0.12642458081245422
1746409673.872971,548864,0.34044384956359863
1746409752.3874824,573440,0.19790588319301605
1746409776.6183121,581632,0.5255685448646545
1746409923.2977471,630784,0.22953513264656067
1746410048.0426142,671744,0.3840079605579376
1746410216.0568776,729088,0.12273937463760376
1746410460.5535758,811008,0.16301533579826355
1746410561.6685817,843776,0.10939502716064453
1746410633.6238928,868352,0.1689358949661255
1746410657.5800831,876544,0.2736583650112152
1746411006.360963,991232,0.161487877368927
1746411103.2232218,1024000,0.2609378397464752
1746411127.7658155,1032192,0.3145907521247864
1746411176.2130437,1048576,0.14791148900985718
1746411229.386324,1064960,0.10587411373853683
1746411374.444496,1114112,0.1490824818611145
1746411573.1293492,1179648,0.09748191386461258
1746411621.5989697,1196032,0.5291343331336975
1746411645.8821769,1204224,0.38824647665023804
1746411725.3120077,1228800,0.3611636161804199
1746411896.1826916,1286144,0.15032309293746948
1746411973.566666,1310720,0.3643583059310913
1746412022.1613898,1327104,0.47302699089050293
1746412071.250911,1343488,0.08836747705936432
1746412246.358762,1400832,0.34385064244270325
1746412270.9563637,1409024,0.29723185300827026
1746412392.9618928,1449984,0.4690248668193817
1746412568.793165,1507328,0.09764333069324493
1746412592.9394567,1515520,0.052246108651161194
1746412617.0756695,1523712,0.3317236304283142
1746412744.4984775,1564672,0.3413867950439453
1746412768.2898138,1572864,0.6049243807792664
1746412937.3160894,1630208,0.4113338589668274
1746413014.5075564,1654784,0.40798425674438477
1746413038.5760324,1662976,0.3105916380882263
1746413086.7439325,1679360,0.12531888484954834
1746413236.4004426,1728512,0.12748026847839355
1746413284.935907,1744896,0.3628271222114563
1746413333.4540923,1761280,0.5146336555480957
1746413460.3155193,1802240,0.14080147445201874
1746413558.4125364,1835008,0.17646564543247223
1746413680.6961977,1875968,0.5777033567428589
1746414057.7760053,1998848,0.29051709175109863
1746414081.5641994,2007040,0.561918318271637
1746414401.9715996,2113536,0.5200661420822144
1746414425.9547472,2121728,0.19789430499076843
1746414455.279125,2129920,0.6437461376190186
1746414728.6964169,2220032,0.4794202148914337
1746414801.344126,2244608,0.506316602230072
1746414898.6171043,2277376,0.4252878427505493
1746415001.6448226,2310144,0.702731728553772
1746415074.797583,2334720,0.22129201889038086
