Wall time,Step,Value
1746432783.4822774,32768,0.8841091394424438
1746433087.8224812,114688,0.40873268246650696
1746433117.7387214,122880,0.30657368898391724
1746433207.2391968,147456,0.7957841157913208
1746433236.708997,155648,0.2938741445541382
1746433331.4889884,180224,0.1964969038963318
1746433450.158145,212992,0.43276795744895935
1746433479.630868,221184,0.4071173071861267
1746433877.3097064,327680,0.4261969327926636
1746434085.0419335,385024,0.18418195843696594
1746434114.8479424,393216,0.1708047091960907
1746434144.6834748,401408,0.3441300690174103
1746434298.5275576,442368,0.14493131637573242
1746434543.0958269,507904,0.2808517813682556
1746434572.8467386,516096,0.3477402329444885
1746434661.7915468,540672,0.09758062660694122
1746434691.576608,548864,0.30114006996154785
1746434786.6608446,573440,0.14826157689094543
1746434816.3276715,581632,0.5168521404266357
1746434994.5160537,630784,0.15361382067203522
1746435149.8727393,671744,0.3619949221611023
1746435358.6090736,729088,0.11409994959831238
1746435663.322385,811008,0.18181395530700684
1746435787.894752,843776,0.09618061035871506
1746435877.310853,868352,0.14404559135437012
1746435907.513875,876544,0.3150249719619751
1746436336.6245148,991232,0.14778071641921997
1746436456.8259244,1024000,0.34597110748291016
1746436486.5852683,1032192,0.42714768648147583
1746436546.5720358,1048576,0.1931600719690323
1746436612.2427812,1064960,0.15920597314834595
1746436791.5980484,1114112,0.28885799646377563
1746437036.0642471,1179648,0.14268463850021362
1746437095.0805647,1196032,0.5309215784072876
1746437124.5619226,1204224,0.410766065120697
1746437220.1503952,1228800,0.39498966932296753
1746437428.7860932,1286144,0.20776356756687164
1746437523.827383,1310720,0.4120473265647888
1746437583.206476,1327104,0.5136767029762268
1746437643.4731154,1343488,0.16043683886528015
1746437858.6434555,1400832,0.38191837072372437
1746437888.9114661,1409024,0.36698752641677856
1746438039.02358,1449984,0.45825567841529846
1746438254.4139855,1507328,0.1495983600616455
1746438284.618132,1515520,0.11624722927808762
1746438314.3113616,1523712,0.3652898669242859
1746438468.2795336,1564672,0.3674803078174591
1746438498.043616,1572864,0.6014194488525391
1746438707.2938085,1630208,0.4406018853187561
1746438802.833919,1654784,0.4465101957321167
1746438832.6938276,1662976,0.3546353578567505
1746438891.995448,1679360,0.15229372680187225
1746439077.7985158,1728512,0.11200577020645142
1746439137.2967198,1744896,0.32313209772109985
1746439196.8535407,1761280,0.4667758345603943
1746439350.5632458,1802240,0.11241273581981659
1746439470.0014937,1835008,0.15966497361660004
1746439619.3267868,1875968,0.5059530735015869
1746440077.9478607,1998848,0.14108771085739136
1746440107.853376,2007040,0.4938104748725891
1746440502.3223848,2113536,0.4319978952407837
1746440531.8638628,2121728,0.1406887173652649
1746440567.4903598,2129920,0.5723336338996887
1746440902.1163473,2220032,0.3815611004829407
1746440990.8434153,2244608,0.3760641813278198
1746441111.6691628,2277376,0.39334869384765625
1746441236.6522155,2310144,0.648627519607544
1746441326.6021085,2334720,0.14716914296150208
1746441417.1550903,2359296,0.560053825378418
1746441482.2107325,2375680,0.40684956312179565
1746441632.9466932,2416640,0.11202599108219147
1746441692.8125765,2433024,0.29551053047180176
1746441722.426313,2441216,0.4078637361526489
1746442027.4252048,2523136,0.6329447031021118
1746442151.7783043,2555904,0.5303649306297302
1746442271.7005143,2588672,0.5187405943870544
1746442331.9610353,2605056,0.5572052597999573
1746442361.712302,2613248,0.36094334721565247
1746442457.096944,2637824,0.16534730792045593
1746442911.2557778,2760704,0.3001771569252014
1746442941.5531604,2768896,0.24208639562129974
1746443155.1995323,2826240,0.327465295791626
1746443185.2904978,2834432,0.6885085701942444
1746443429.6752486,2899968,0.2721364498138428
1746443549.5945542,2932736,0.1734887957572937
1746443735.1905222,2981888,0.6155762076377869
1746443764.7978075,2990080,0.4754369854927063
1746443794.906689,2998272,0.5528194308280945
1746443824.7926133,3006464,0.26648950576782227
1746444159.3740757,3096576,1.0308589935302734
1746444406.091135,3162112,0.7432975769042969
1746444532.1872842,3194880,0.8385624289512634
1746444591.9224727,3211264,0.6093190908432007
1746444742.0042653,3252224,0.30476894974708557
1746444897.4641805,3293184,0.29803481698036194
1746444957.2446263,3309568,0.42425045371055603
1746445293.5357385,3399680,0.22164927423000336
1746445479.8630185,3448832,0.1971999555826187
1746445510.2616704,3457024,0.1288803517818451
1746445937.1179268,3571712,0.7882887125015259
1746445967.4946647,3579904,0.2766910195350647
1746446027.5121098,3596288,0.16239017248153687
1746446153.6473727,3629056,0.23622840642929077
1746446183.829347,3637248,0.20749416947364807
1746446243.8456018,3653632,0.5848577618598938
1746446369.009543,3686400,0.22299504280090332
1746446428.9935207,3702784,0.5734723806381226
1746446549.0978632,3735552,0.601627767086029
1746446706.088757,3776512,0.5115249752998352
1746446827.86339,3809280,0.6478548049926758
1746446919.108506,3833856,0.6201309561729431
1746446985.631486,3850240,0.6216762065887451
1746447106.608403,3883008,0.49638932943344116
1746447137.3269844,3891200,0.25877100229263306
1746447293.1864693,3932160,0.42152178287506104
1746447323.7024343,3940352,0.15722298622131348
1746447504.3427227,3989504,0.29695165157318115
1746447564.4286864,4005888,0.20830212533473969
1746447720.0928445,4046848,0.20043855905532837
1746448213.1033714,4177920,0.5022227168083191
1746448242.553385,4186112,0.7660130262374878
1746448272.3340147,4194304,0.2519179880619049
1746448302.355243,4202496,0.4412495493888855
1746448332.3798754,4210688,0.2953616976737976
1746448422.9948678,4235264,0.2609865665435791
1746448452.8873403,4243456,0.5382569432258606
1746448482.5363367,4251648,0.27514538168907166
1746448913.2740307,4366336,0.2740640640258789
1746448943.673071,4374528,0.2785188555717468
1746449004.0711448,4390912,0.2991167902946472
1746449033.8532534,4399104,0.5594247579574585
1746449063.9053082,4407296,0.32064929604530334
1746449128.9642618,4423680,0.5899196863174438
1746449249.3096437,4456448,0.9005552530288696
1746449309.895047,4472832,0.5837939381599426
1746449436.5353892,4505600,0.32763099670410156
1746449496.7234964,4521984,0.9098868370056152
1746449617.7317376,4554752,0.27731630206108093
1746449802.884603,4603904,0.5461215376853943
1746449863.1628182,4620288,0.3974095582962036
1746449982.6058447,4653056,0.5549890995025635
1746450139.5125177,4694016,0.37363195419311523
1746450474.0949905,4784128,0.5614687204360962
1746450503.8599913,4792320,0.28385767340660095
1746450594.3033109,4816896,0.34036844968795776
1746450659.8524735,4833280,0.2726367115974426
1746450689.3788245,4841472,0.2688114643096924
1746450779.697533,4866048,0.6154672503471375
1746450839.405471,4882432,0.821410059928894
1746451053.2146757,4939776,0.8993988633155823
1746451203.038834,4980736,0.5293319821357727
1746451358.8231702,5021696,0.5808864831924438
1746451388.6773806,5029888,0.29803192615509033
1746451632.3322604,5095424,0.307259738445282
1746451662.7833703,5103616,0.6281302571296692
1746451752.3484254,5128192,0.8579740524291992
1746451811.9800892,5144576,0.6626911163330078
1746451842.2219148,5152768,0.3485070765018463
1746451967.626284,5185536,0.22922900319099426
1746452086.9627523,5218304,0.22600629925727844
1746452272.3845413,5267456,0.24691283702850342
1746452302.6385636,5275648,0.6276427507400513
1746452452.3375473,5316608,0.28374865651130676
1746452517.6079216,5332992,0.37664368748664856
1746452641.2633219,5365760,0.6409727931022644
1746452731.524341,5390336,1.1647260189056396
1746452796.58155,5406720,0.637277364730835
1746453005.4674754,5464064,0.37739384174346924
1746453100.7071474,5488640,0.3418429493904114
1746453249.2750738,5529600,0.7022116184234619
1746453279.039844,5537792,0.28269878029823303
1746453403.1287472,5570560,0.8229709267616272
1746453522.6013677,5603328,0.7735884189605713
1746453766.6979856,5668864,0.32019472122192383
1746453827.3883095,5685248,0.856596827507019
1746454315.1650758,5816320,0.33737078309059143
1746454464.6213915,5857280,0.8976315855979919
1746454648.705168,5906432,0.9038065075874329
1746454708.4729848,5922816,0.9492602944374084
1746454768.1250293,5939200,0.36482203006744385
1746454798.2863324,5947392,0.31871211528778076
1746454858.030547,5963776,0.3808794319629669
1746454887.5492067,5971968,1.138358473777771
1746454952.6950436,5988352,0.43788471817970276
1746454982.269298,5996544,0.3273814916610718
1746455012.670665,6004736,0.42647597193717957
1746455162.1975677,6045696,0.9309315085411072
